AEM1;AEM2;AEM3;AEM4;AEM5;AEM6;ASM1;ASM2;ASM3;ASM4;ASM5;ASM6;AIC1;AIC2;AIC3;AIC4;AIC5;ADR1;ADR2;ADR3;ADR4;AEV1;AEV2;AEV3;AEV4;ADC1;ADC2;ADC3;PAS7;PAS18;PAS13;PAS20;PAS1;PAS12;PAS8;PAS15;PAS6;PAS14;PAS5;PAS16;PAS17;PAS9;PAS3 ;PAS2;PAS11;AAC1;AAC2;AAC3;ATP1;ATP2;ATP3;AVR1;AVR2;AVR3;AVR4;AVR5;TRU1;TRU2;TRU3;CRT1;CRT2;CRT3;CRT4;CRT5;CRT6;CRT7;CRT8;CRT9;CRT10;CRT11;CRT12;CRT13;JSA1;JSA2;JSA3;JSA4;JSA5;MHL1;MHL2;MHL3;MHL4;MHL5;ATI1;ATI2 ;ATI3;ATI4;ATI5;ATI6;ATI7 ;ADC;ADR;AEM;AEV;AIC;ASM;ACL;ANR;AAC_ustd;ALD_ustd;ATP_ustd;AVR_ustd;CRT_ustd;PAS_ustd;TRU_ustd
1;3;3;6;2;3;2;2;1;3;6;5;1;1;1;2;1;1;2;3;1;5;2;2;2;1;1;1;6;3;5;5;5;2;7;2;1;6;2;3;4;2;2;5;3;6;5;7;1;2;4;5;5;5;2;3;1;4;5;3;4;6;2;2;1;1;2;1;1;1;2;2;1;1;1;1;1;2;1;1;1;1;5;2;3;2;3;2;3;-2,419;-2,298;-0,429;-1,59;-2,344;-1,053;-2,392;-1,564;5,923;2,032694476;2,417;3,98;2,152;3,812;3,252
5;5;4;5;4;4;5;5;6;6;6;5;5;3;5;5;4;5;4;6;6;5;6;4;5;6;3;4;2;4;3;3;3;4;3;4;5;5;5;2;7;6;3;3;4;4;5;6;3;3;4;2;4;4;3;5;5;5;5;5;4;5;5;5;5;5;6;6;5;4;5;5;6;5;5;5;5;7;6;6;5;6;3;2;5;3;5;4;2;0,076;0,593;0,377;0,359;0,244;0,855;0,388;0,613;4,979;4,85005637;3,369;3,588;4,998;3,581;5
7;5;3;3;4;2;7;6;4;7;6;4;5;4;5;3;2;3;5;7;6;7;7;7;6;6;2;3;6;7;6;7;6;3;1;4;7;7;5;3;7;7;3;4;5;6;6;7;3;5;6;4;6;5;5;6;5;6;6;6;6;6;6;5;7;7;7;7;7;7;6;7;5;7;7;6;6;6;5;7;7;6;3;2;3;3;3;2;2;-0,411;0,625;-0,472;1,747;-0,237;1,001;0,754;0,182;6,301;4,845546787;4,726;5,191;6,455;4,97;5,646
5;5;6;1;1;1;4;4;5;5;7;7;7;3;7;4;5;5;5;6;3;6;6;6;6;6;6;5;6;6;3;5;1;2;7;2;7;7;7;4;7;7;1;7;7;5;7;7;3;7;5;3;5;2;2;6;2;4;6;7;7;2;1;2;7;4;1;6;5;4;6;7;1;1;6;1;1;5;6;6;2;3;6;2;5;1;2;2;1;1,05;0,216;-1,701;1,143;0,915;0,753;0,927;0,096;6,356;4,90529876;4,974;3,575;4,55;4,836;3,921
7;6;5;6;6;6;7;7;7;6;6;6;4;6;6;4;4;6;6;6;6;5;7;4;7;7;6;6;5;5;6;2;2;2;2;2;5;2;3;2;6;6;3;2;6;6;6;6;6;3;7;2;2;2;2;2;7;5;6;3;3;6;3;7;7;6;6;5;5;5;6;5;3;2;2;3;3;7;7;7;2;6;7;6;6;2;6;6;6;1,549;1,199;1,608;1,032;0,581;1,668;1,437;1,549;6;5,974069899;5,442;2;5,107;3,228;6,024
6;5;6;4;4;4;4;4;6;6;6;6;5;5;5;4;5;5;5;5;5;4;5;3;5;6;4;5;4;3;3;5;4;4;3;4;5;5;6;3;7;6;3;4;6;6;6;6;4;4;5;3;2;2;2;4;5;5;6;6;6;6;6;5;6;6;6;5;5;5;6;6;5;5;5;6;5;6;6;5;5;6;5;3;5;5;6;6;3;0,562;0,364;0,146;-0,246;0,57;0,733;0,253;0,607;6;4,765501691;4,369;2,596;5,679;4,203;5,315
5;6;6;4;5;2;4;3;3;2;6;6;2;2;4;2;2;5;6;6;6;2;2;2;6;3;4;2;2;2;4;4;2;2;2;3;1;1;4;2;7;6;1;4;6;4;4;4;3;3;3;2;2;2;4;4;4;4;4;6;4;6;6;4;6;4;6;6;5;5;4;5;5;4;5;5;4;6;5;5;5;5;2;2;4;4;6;6;2;-0,933;0,996;0,18;-1,276;-1,343;-0,387;-0,488;-0,648;4;3,661781285;3;2,812;5,146;2,715;4
4;4;5;4;3;4;4;4;5;5;4;4;4;5;5;4;5;5;4;4;5;5;5;4;4;4;5;4;4;4;5;4;5;4;4;4;4;5;5;7;4;5;4;5;5;5;5;5;4;5;4;4;4;5;5;4;4;6;7;4;7;5;5;5;4;5;5;4;4;5;7;7;2;2;2;3;4;7;7;5;4;2;4;2;4;5;4;5;4;0,052;-0,074;-0,275;-0,092;0,416;-0,148;-0,043;0,003;5;4,270574972;4,309;4,407;5,168;4,583;5,606
5;2;5;2;3;1;3;5;5;3;3;4;4;3;3;2;3;2;3;3;2;6;4;4;6;4;3;4;3;5;6;3;4;4;3;3;2;4;5;2;6;5;1;3;4;4;4;3;2;3;4;5;6;5;6;6;5;5;3;4;6;6;5;6;3;7;6;5;5;4;6;5;6;6;5;4;5;7;7;7;7;7;5;2;3;4;5;5;1;-0,436;-1,701;-1,779;0,318;-0,885;-0,609;-0,67;-1,261;3,699;3,231116122;3,048;5,6;5,237;3,51;4,37
4;3;5;4;3;3;4;5;6;5;5;6;5;5;6;6;6;5;5;6;5;5;6;5;6;6;5;6;5;5;7;7;6;7;2;6;7;6;5;2;7;6;1;5;5;4;5;6;6;7;3;5;6;7;5;6;5;5;5;4;4;5;5;4;4;5;6;4;5;6;6;5;3;4;3;2;1;3;3;3;3;3;5;5;5;5;5;5;5;1,049;0,602;-0,699;0,766;1,217;0,56;0,922;0,489;4,979;5,108229989;5,201;5,789;4,853;5,168;5
6;6;5;6;5;5;5;5;5;6;6;6;6;6;5;5;5;6;6;6;6;6;6;5;6;6;5;5;5;4;4;4;4;4;3;4;5;5;5;1;7;5;4;4;5;6;6;6;4;4;6;2;2;2;2;4;5;5;5;6;6;6;6;5;5;6;6;6;5;6;5;6;5;5;5;5;5;6;5;6;5;5;5;3;5;5;6;6;2;0,806;1,199;1,223;0,958;1,035;0,87;1,124;1,239;6;5,622322435;4,739;2,396;5,694;4,135;5
5;4;4;4;4;3;4;4;5;4;5;5;4;4;4;3;4;4;4;5;5;4;4;4;5;5;4;4;3;3;3;4;3;4;3;4;5;4;5;3;6;6;3;4;4;4;6;5;3;2;4;3;4;3;2;4;4;4;4;5;5;5;5;5;5;5;5;5;4;5;5;5;4;4;4;4;4;5;5;4;3;3;2;2;4;2;5;5;2;0,064;-0,04;-0,278;-0,289;-0,235;0,003;-0,103;-0,192;5,056;4,133032694;3,06;3,184;4,917;3,705;4
6;7;3;7;7;7;7;7;7;7;7;5;7;7;6;7;7;7;7;7;7;1;7;2;2;7;7;4;2;2;1;1;1;1;1;2;3;2;7;3;6;7;7;1;1;3;7;7;1;1;4;1;1;1;1;1;7;7;7;7;6;6;3;2;4;5;6;5;7;7;7;7;1;1;1;7;7;7;7;5;3;7;3;7;7;1;6;5;6;1,308;2,034;2,454;-1,219;2,159;1,825;0,774;2,555;5,713;6,100338219;2,108;1;5,576;2,3;7
3;6;4;5;7;2;6;3;5;7;7;7;1;2;3;6;4;7;7;7;7;7;7;6;5;7;2;7;6;4;7;6;5;7;1;6;6;2;7;6;7;7;6;2;3;7;6;7;4;2;7;2;1;1;2;5;6;2;1;3;3;4;3;2;3;5;4;2;1;2;7;2;5;6;4;5;3;2;1;2;1;1;1;1;2;1;4;2;1;0,815;2,034;0,794;1,34;-0,728;1,198;1,584;0,523;6,623;5,525366404;4,49;2,2;3,128;4,895;3,102
6;5;5;4;5;5;6;5;5;4;6;4;5;5;6;4;4;5;4;5;5;6;6;5;6;5;5;5;4;5;4;5;4;2;3;4;4;4;6;3;5;4;5;3;4;5;5;5;3;4;5;4;5;5;4;6;5;6;6;6;6;5;6;6;7;7;6;6;6;6;7;6;6;6;6;6;6;6;7;6;5;5;5;3;5;5;5;6;2;0,55;0,163;0,531;0,958;0,579;0,417;0,644;0,608;5;5,002254791;4,048;4,789;6,143;4,002;5,646
2;3;2;1;4;3;2;2;2;1;2;2;1;1;1;1;1;2;3;2;1;1;6;1;4;2;1;1;1;1;4;3;1;2;1;4;5;6;4;2;6;5;3;1;2;4;2;3;1;1;2;4;4;4;2;2;2;2;2;5;4;5;5;3;6;3;3;4;3;4;3;3;4;3;3;5;3;2;3;3;5;2;2;3;1;1;1;2;1;-2,163;-2,131;-1,201;-1,186;-2,497;-2,275;-2,075;-2,444;2,944;1,7632469;1,369;3,188;3,896;2,686;2
5;5;4;3;3;3;4;4;3;5;5;5;4;5;4;4;4;4;4;4;4;4;5;2;5;5;3;3;4;5;3;4;3;4;2;3;4;4;5;3;6;5;2;4;4;5;6;5;3;2;5;3;3;3;2;4;5;4;5;4;5;5;4;4;3;3;5;4;4;4;4;4;4;3;3;4;3;5;5;4;3;4;3;3;5;3;5;5;2;-0,423;-0,47;-0,47;-0,43;0,075;-0,11;-0,503;-0,186;5,377;3,894024803;3,43;2,989;4,096;3,641;4,669
4;4;4;4;4;3;3;3;3;3;4;4;3;3;3;3;3;4;3;4;6;4;5;3;5;4;3;3;2;3;3;3;3;3;2;3;4;4;5;3;6;5;3;3;4;4;5;4;3;3;4;3;3;3;2;3;3;4;4;4;5;5;5;4;5;5;5;5;4;5;4;4;4;3;3;4;3;4;3;3;3;4;3;3;5;3;5;5;2;-0,679;-0,286;-0,278;-0,246;-0,887;-0,977;-0,461;-0,89;4,377;3,551296505;3,369;2,792;4,604;3,228;3,646
5;5;5;2;4;4;4;4;5;5;5;5;4;3;4;3;3;4;4;5;4;3;4;3;3;4;3;4;6;5;2;2;6;5;2;6;3;6;6;2;6;6;2;2;2;4;3;4;6;6;6;3;4;5;3;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;5;5;3;6;6;6;7;7;7;7;-0,436;-0,233;-0,315;-1,112;-0,557;0,152;-0,686;-0,269;3,623;3,740698985;6;3,987;6;3,92;6
6;6;4;5;6;7;4;2;3;3;2;3;1;1;1;2;3;7;7;3;6;4;3;1;2;5;6;5;5;6;7;7;6;7;7;2;5;6;1;7;3;2;3;6;4;2;5;4;5;2;2;5;6;6;6;5;5;5;5;2;4;1;2;2;1;2;3;5;2;5;6;1;1;5;1;2;1;1;1;1;1;1;1;3;4;4;2;2;1;0,794;0,891;1,571;-1,739;-2,012;-1,423;-0,046;-0,882;3,734;3,806087937;2,965;5,601;2,83;5,188;5
6;5;5;4;3;2;2;5;6;4;2;3;6;6;5;5;4;5;6;7;6;5;7;6;5;7;2;6;2;2;1;2;2;4;2;3;4;2;4;2;5;6;5;4;4;5;6;5;3;2;5;1;3;6;3;4;4;5;5;3;3;5;4;3;3;2;3;5;4;5;4;3;6;4;4;6;5;5;5;6;5;6;4;2;4;2;6;5;1;0,572;1,233;-0,432;0,956;0,869;-0,767;1,046;-0,146;5,377;4,85005637;3,43;3,392;3,639;2,898;4,646
6;6;6;6;4;6;6;7;7;7;7;6;7;6;6;7;7;7;7;7;5;6;7;7;7;7;6;7;7;6;4;6;6;6;6;6;6;7;7;5;7;7;5;6;7;7;7;7;5;5;6;5;6;6;5;6;6;6;7;7;7;7;6;7;7;7;6;7;7;7;7;7;6;6;7;6;6;7;7;3;6;6;6;5;6;6;6;6;3;1,791;1,648;1,226;1,778;2,002;1,833;1,986;2,057;7;6,571589628;5,369;5,591;6,845;6,062;6,315
3;5;2;2;6;6;5;6;3;6;4;2;6;7;7;5;3;5;6;5;6;7;7;5;7;7;2;4;1;1;1;1;1;1;1;1;3;5;6;1;6;6;1;1;2;6;7;6;4;1;5;2;2;1;1;1;6;6;4;7;5;6;5;4;6;4;6;3;5;5;5;6;6;6;5;7;5;7;7;7;4;7;4;2;3;1;5;6;1;0,088;0,758;0,455;1,601;1,21;-0,157;0,937;0,579;6,377;5,164599775;3,442;1,395;5,141;1,867;5,37
4;6;6;1;2;5;6;6;5;4;3;6;7;5;5;6;2;2;2;5;3;2;5;5;6;6;5;6;3;2;5;5;6;6;3;5;7;6;6;5;7;7;5;4;2;6;5;7;6;6;5;2;4;2;1;5;6;4;3;7;6;4;5;6;4;6;7;3;5;4;4;3;5;5;3;3;4;1;1;2;2;5;5;5;5;6;5;5;6;1,049;-1,235;-0,505;-0,038;0,688;0,377;-0,069;0,264;5,923;4,392333709;5,631;2,774;4,926;4,685;4,394
2;6;2;4;6;6;2;1;2;2;5;6;1;1;2;1;3;3;3;2;4;1;4;2;5;4;2;4;2;6;6;6;3;6;6;6;6;5;5;6;7;6;7;6;7;5;7;7;4;2;2;5;5;5;4;7;3;5;4;5;4;6;5;4;3;1;6;4;2;3;2;3;1;1;1;4;1;3;1;2;1;3;5;4;5;4;7;7;5;-0,68;-1,35;1,147;-1,235;-1,991;-1,208;-1,239;-0,929;6,356;3,060879369;2,643;5,187;3,7;5,489;3,976
6;5;6;2;3;2;3;1;6;4;4;5;4;4;3;2;3;5;6;6;3;4;6;2;6;6;4;3;2;5;3;3;2;4;4;3;5;6;7;3;7;7;5;5;6;2;4;6;5;5;6;2;5;3;2;4;5;4;5;5;6;7;7;6;3;4;7;6;6;5;6;7;5;2;3;4;2;5;5;5;3;5;4;2;6;3;5;5;2;0,077;0,418;-0,894;0,02;-0,728;-0,547;0,191;-0,855;3,958;3,962795941;5,369;3,177;5,812;4,239;4,669
6;6;4;3;3;1;6;5;3;5;6;2;1;1;2;5;4;2;3;6;1;1;7;6;5;5;3;6;3;2;1;3;1;2;2;6;6;5;6;2;7;7;3;1;6;4;6;7;4;5;5;4;4;4;3;4;5;5;5;6;5;6;6;7;7;7;7;6;7;7;5;6;5;2;5;5;6;6;3;5;2;5;6;6;6;3;6;4;6;0,304;-1,182;-0,627;0,187;-1,212;0,011;-0,246;-0,706;5,657;3,776775648;4,678;3,792;6,289;3,34;5
5;6;6;5;6;4;4;6;6;5;6;6;5;6;5;6;5;6;6;5;7;5;6;5;7;7;4;6;6;5;5;6;3;4;5;4;5;7;7;5;7;7;2;6;6;5;5;6;4;5;6;6;6;6;4;6;4;5;5;5;5;7;6;7;6;6;7;7;7;6;6;5;5;3;5;4;4;5;3;5;3;5;5;5;6;6;7;6;4;1,06;1,154;0,99;0,989;1,034;0,844;1,216;1,144;5,301;5,629086809;5,048;5,583;6,154;5,115;4,646
2;5;4;6;6;5;2;1;3;3;4;5;2;2;3;2;4;4;2;3;4;6;5;1;5;2;2;2;3;4;4;5;3;4;4;5;5;3;5;6;5;5;2;3;6;6;6;3;3;3;4;2;3;2;3;5;4;3;3;3;4;4;4;5;5;5;5;4;4;4;3;4;4;3;4;4;6;6;6;5;5;5;5;4;5;3;5;5;6;-1,677;-1,11;1,184;-0,231;-1,185;-1,228;-1,141;-0,601;5,098;3,29199549;3,369;2,996;4,129;4,117;3,354
3;5;4;5;5;3;2;2;5;3;5;4;4;4;5;5;4;5;4;6;6;4;5;3;6;6;2;4;3;5;4;5;3;2;3;3;4;4;5;6;6;5;2;2;5;6;6;6;4;2;5;2;1;1;2;2;5;5;3;5;5;5;5;3;5;6;5;4;3;3;4;3;3;4;4;3;4;6;3;4;3;4;3;3;5;3;5;5;1;-0,168;0,593;0,375;-0,023;0,246;-0,828;0,145;-0,136;6;4,312288613;3,751;1,607;4,275;3,692;4,37
5;5;6;6;2;4;4;5;3;6;6;6;7;4;6;5;4;5;4;7;6;7;7;6;6;3;4;6;1;2;1;1;1;1;3;2;2;2;4;3;6;6;2;1;2;4;6;6;6;5;4;1;2;1;1;1;6;6;6;7;6;5;6;5;6;6;6;6;6;5;4;5;6;6;6;3;5;6;6;6;5;4;3;3;3;4;5;4;1;0,037;0,831;0,225;1,563;0,885;0,469;0,93;0,645;5,356;5,195039459;4,952;1,194;5,613;1,85;6
5;5;5;6;6;6;5;5;5;5;5;6;4;4;4;4;4;5;6;6;5;6;7;6;6;4;4;4;5;6;6;6;5;5;5;6;5;6;5;5;7;6;5;5;5;5;6;6;4;4;5;4;5;4;4;5;5;5;5;5;6;6;6;5;5;6;6;6;6;5;5;5;5;4;4;5;4;5;5;4;3;3;5;5;5;4;5;5;4;-0,192;0,803;1,378;1,371;-0,082;0,567;0,757;0,711;5,678;5,125140924;4,369;4,392;5,542;5,335;5
5;2;4;6;5;3;4;3;3;4;5;5;4;5;4;5;3;4;5;6;5;4;5;3;5;4;5;4;2;2;2;2;1;2;2;4;5;4;6;5;6;6;4;2;3;5;5;6;4;4;4;2;2;2;2;2;3;3;5;6;5;6;6;4;4;4;5;5;4;5;5;5;5;3;3;3;4;5;1;4;4;4;5;3;3;2;5;5;3;0,052;0,398;-0,086;-0,246;0,063;-0,389;0,071;-0,178;5,301;4,24464487;4;2;4,935;3,053;3,63
5;1;7;2;2;5;7;7;6;7;7;7;5;6;6;7;6;4;3;3;7;2;2;1;7;7;4;1;7;7;5;5;7;3;6;2;5;3;2;1;7;6;7;3;6;6;7;6;4;6;4;1;1;1;4;3;5;6;7;7;7;7;7;5;5;7;6;7;7;7;7;7;7;5;4;5;5;7;7;7;7;7;7;2;7;6;7;7;2;-0,151;-0,331;-1,425;-1,237;1,527;1,987;-0,662;0,99;6,377;4,413754228;4,618;2,02;6,638;4,551;5,961
6;6;6;6;6;5;6;6;6;7;6;6;6;6;6;5;5;7;3;6;7;6;7;6;7;6;5;6;7;6;7;6;6;6;4;6;7;7;7;6;7;7;6;4;6;7;6;7;5;5;6;5;6;6;2;6;6;5;5;6;6;6;6;7;7;7;7;6;6;6;6;6;6;6;6;7;6;7;7;7;6;7;6;5;5;5;6;6;6;1,049;0,991;1,414;1,593;1,21;1,418;1,388;1,621;6,623;5,981961669;5,369;4,966;6,288;6,068;5,354
4;6;4;6;5;6;3;2;3;2;3;5;4;5;4;3;4;3;2;3;2;2;2;3;5;3;1;1;4;3;4;4;4;5;3;5;5;5;6;5;7;6;5;4;6;4;5;5;3;2;2;3;3;3;3;5;3;4;3;4;4;6;5;5;5;5;6;3;3;3;3;3;3;5;6;5;5;4;5;4;2;3;5;4;5;5;6;6;6;-1,907;-1,699;1,417;-1,314;-0,078;-1,264;-1,868;-0,088;4,678;3,121758737;2,322;3,396;4,187;4,564;3,331
3;4;2;3;2;3;3;2;3;2;5;6;5;3;4;5;5;5;5;2;2;1;2;1;2;1;1;2;2;4;6;5;6;5;4;5;4;2;4;6;5;5;1;3;7;5;4;3;1;2;3;2;1;1;1;2;2;3;4;3;6;6;5;4;2;4;5;5;3;5;4;3;1;1;1;2;1;3;4;3;1;2;2;3;4;3;7;4;1;-2,177;-0,926;-0,891;-2,544;0,235;-0,809;-2,166;-0,583;4,021;2,682074408;2,048;1,399;4,253;4,259;2,961
5;4;4;4;4;5;5;5;5;5;5;4;3;3;4;4;3;5;5;5;3;3;5;4;4;3;5;4;4;4;5;5;4;5;5;4;5;5;5;3;5;5;4;4;4;4;4;4;4;3;3;4;4;5;4;5;4;4;3;4;5;5;5;3;4;5;5;5;5;5;5;4;4;4;5;5;5;4;3;3;3;4;2;2;5;3;2;2;1;-0,204;-0,021;0,11;-0,476;-0,559;0,274;-0,271;-0,064;4;4,098083427;3,322;4,396;4,625;4,415;3,685
5;7;6;6;5;2;6;5;6;5;7;4;4;5;2;2;1;1;1;6;7;7;7;6;7;4;5;3;1;1;1;1;1;1;2;1;3;1;2;1;6;2;1;2;2;6;4;2;3;3;4;5;3;6;3;5;4;7;6;6;2;5;7;5;3;2;4;1;5;5;4;5;7;7;7;7;3;7;7;7;7;7;7;7;5;7;7;7;4;-0,19;-0,631;0,872;1,785;-1,077;0,851;0,391;0,257;4,042;4,666290868;3,369;4,393;4,171;1,405;5,622
5;4;4;2;4;4;4;5;6;6;6;6;4;4;4;6;4;6;6;6;3;1;2;3;6;5;5;2;3;3;6;3;3;4;3;5;5;4;6;4;6;5;4;2;3;4;5;2;4;6;2;4;4;2;6;6;5;5;5;5;6;4;3;5;4;6;4;4;6;6;5;3;4;5;5;5;5;5;5;5;3;5;5;5;6;5;5;5;3;-0,177;0,621;-0,546;-1,283;0,225;0,863;-0,339;0,28;3,776;4,2367531;3,879;4,415;4,707;3,855;5
5;3;6;6;7;5;4;4;5;5;7;6;5;5;6;6;4;6;5;6;5;6;5;5;7;7;6;6;5;6;6;6;6;5;5;5;6;5;7;5;7;6;5;4;6;4;6;6;5;5;6;5;5;5;4;5;5;5;6;7;7;7;7;7;7;7;7;7;7;7;7;7;6;6;6;6;5;6;6;5;5;7;6;5;7;6;7;7;6;1,549;0,805;0,915;0,953;0,885;0,607;1,261;0,952;5,356;5,555806088;5,369;4,792;7;5,465;5,315
3;7;5;6;7;6;5;6;7;6;6;6;6;6;5;2;5;6;5;5;7;7;7;5;6;6;5;5;3;1;5;2;2;2;5;2;2;6;6;3;4;3;5;5;3;5;5;3;3;4;6;5;6;5;4;6;6;6;6;3;3;5;4;3;3;5;5;5;5;5;5;5;6;7;6;7;6;6;7;7;7;7;4;3;6;5;5;5;6;0,806;0,953;2,03;1,378;0,576;1,262;1,197;1,517;4,399;5,812852311;4,417;5,184;4,317;3,485;6
6;6;5;5;5;5;5;5;5;6;6;5;5;4;5;5;4;5;5;6;6;6;6;5;6;6;4;4;6;5;5;5;4;4;3;4;5;5;6;4;7;6;4;4;5;5;6;6;4;4;4;4;4;4;4;5;5;5;5;5;5;6;5;5;5;5;5;6;5;5;5;5;5;4;5;5;5;6;5;5;4;5;6;5;5;4;6;6;3;0,32;0,794;0,992;0,958;0,401;0,723;0,789;0,837;5,678;5,209695603;4;4,198;5,154;4,619;5
5;3;3;2;3;2;3;3;3;3;4;5;4;3;4;3;4;4;5;5;4;4;5;4;4;5;4;4;2;3;5;4;2;3;2;2;3;4;4;2;6;5;3;2;4;3;5;5;3;2;5;2;2;2;2;3;4;3;4;4;4;6;4;4;3;4;5;5;3;4;4;3;3;3;4;3;2;5;4;3;3;4;3;2;4;3;5;5;2;0,064;-0,032;-1,355;-0,284;-0,392;-0,831;-0,098;-1,01;4,356;3,706877114;3,43;2,198;4,078;3,001;3,669
1;4;2;6;3;2;2;1;2;1;1;1;1;1;1;1;3;3;1;5;1;1;5;1;1;5;2;1;3;7;7;7;7;4;5;1;4;6;5;6;7;7;1;1;1;1;4;4;5;2;4;4;2;4;1;4;5;4;6;4;1;1;1;1;1;2;2;3;1;2;1;1;3;2;2;1;1;3;3;3;3;1;3;6;3;3;4;2;1;-1,151;-1,618;-0,201;-2,083;-2,165;-2,706;-1,849;-2,146;3,035;2,05524239;3,704;2,986;1,626;4,254;4,984
5;4;3;4;4;3;3;4;3;5;5;4;5;5;4;3;3;4;5;3;4;4;4;5;4;5;5;4;6;4;4;3;5;4;3;4;5;5;4;4;5;6;6;5;4;4;4;4;3;3;4;3;4;4;3;5;4;4;4;3;4;4;3;4;3;4;4;3;4;4;3;3;4;1;3;4;2;4;3;3;4;5;5;4;5;4;5;4;3;0,308;-0,507;-0,278;-0,328;-0,089;-0,395;-0,197;-0,311;4;4,013528749;3,369;3,789;3,539;4,411;4
6;6;4;6;5;5;4;5;5;5;6;4;4;4;4;4;4;4;6;5;5;5;6;4;6;6;4;3;5;5;5;5;4;4;4;4;5;5;5;3;6;6;4;4;5;4;6;5;4;4;5;4;4;4;4;4;6;6;5;5;5;6;6;5;6;6;6;7;6;6;6;6;5;4;5;6;6;6;5;5;6;6;6;5;6;6;7;6;5;0,077;0,362;1,223;0,581;-0,082;0,29;0,389;0,532;5,056;4,808342728;4,369;4;5,844;4,484;5,685
6;6;6;5;3;3;5;6;6;7;7;7;6;5;5;4;4;5;6;5;5;4;5;5;6;6;5;6;6;6;7;6;6;6;5;6;6;7;6;6;7;5;5;6;7;7;6;5;5;5;5;6;6;6;5;6;5;3;3;6;5;6;3;5;3;6;6;6;4;4;4;3;2;6;5;5;5;2;1;1;1;3;2;5;7;5;5;3;5;1,049;0,566;0,222;0,346;0,559;1,581;0,745;1,007;6,021;5,272829763;5;5,792;4,696;6,087;3,709
6;5;6;4;2;6;2;5;5;2;5;6;1;2;5;2;2;3;2;5;3;2;6;6;6;6;6;6;6;6;6;2;6;5;6;6;7;6;6;6;6;7;5;4;6;5;5;5;3;2;3;3;5;4;2;5;5;5;5;6;6;5;6;4;5;5;6;4;5;6;6;6;5;6;7;6;5;5;6;5;3;5;3;3;3;3;5;5;5;1,293;-1,031;0,151;0,374;-1,323;-0,295;0,261;-0,609;5;4,13416009;2,691;3,775;5,394;5,523;5
6;6;6;5;4;3;6;6;6;5;6;6;6;5;5;6;6;6;3;6;5;4;5;4;6;5;6;4;2;5;5;5;4;5;5;5;5;5;6;5;6;7;5;5;6;6;6;6;5;5;6;4;4;4;4;4;3;5;5;4;5;5;4;5;5;6;6;6;5;6;7;5;5;4;5;6;6;7;5;5;5;5;5;3;5;4;6;5;4;0,552;0,403;0,414;0,161;1,197;1,12;0,422;1,127;6;5,139797069;5,369;4;5,311;4,869;4,291
2;1;3;1;6;4;4;3;5;3;5;6;3;4;1;1;3;4;5;3;5;5;6;2;4;7;2;6;7;7;4;4;3;6;7;6;7;7;5;3;2;5;3;7;7;3;5;1;3;2;2;5;7;6;6;6;5;3;6;5;5;5;7;7;7;6;7;7;6;7;6;7;7;6;7;6;7;6;5;6;6;6;6;5;6;7;5;6;7;0,572;-0,314;-1,085;-0,233;-1,385;-0,129;0,012;-1,001;3,154;3,77903044;2,322;5,993;6,303;5,605;4,653
5;5;4;4;4;2;3;3;3;3;4;4;4;2;4;3;3;4;5;5;3;4;6;2;6;6;2;4;2;3;3;3;3;3;2;4;4;6;6;3;5;6;2;2;5;4;6;6;5;4;4;4;4;2;2;5;4;5;5;6;6;6;6;5;6;6;6;6;5;5;5;5;5;5;5;4;3;5;5;5;4;5;6;4;6;5;6;6;2;-0,168;-0,224;-0,241;0,02;-0,714;-0,977;-0,139;-0,808;5,356;3,788049605;4,322;3,384;5,603;3,466;4,646
7;1;7;2;1;1;7;6;7;5;7;7;7;7;7;7;7;7;7;7;7;6;7;6;7;7;6;7;6;6;7;7;7;7;1;6;7;7;7;1;7;7;1;7;7;6;6;6;5;6;7;6;6;6;5;6;5;5;6;6;7;7;6;7;7;7;6;6;6;7;6;7;5;6;6;7;3;7;7;7;7;5;7;3;7;7;7;7;5;1,791;2,034;-2,392;1,593;2,334;1,69;2,056;0,837;6;5,975197294;6,048;5,792;6,521;5,775;5,315
5;5;6;6;6;6;4;5;6;6;6;5;5;5;5;6;6;6;6;6;6;7;7;7;7;7;7;7;5;2;2;6;6;3;5;3;5;4;6;6;6;6;4;3;5;4;6;6;5;3;4;3;3;2;1;5;5;5;5;5;6;6;6;3;5;3;5;6;5;5;6;6;6;5;4;5;3;5;5;5;2;2;6;3;2;2;6;6;2;2,035;1,199;1,378;1,97;1,042;0,717;1,988;1,229;5,356;6,139797069;4,013;2,78;5,178;4,327;5
6;6;5;6;6;6;6;6;6;6;6;2;6;5;6;6;6;6;6;7;7;7;7;6;7;7;6;6;6;6;7;7;6;6;5;6;6;6;7;6;7;7;6;6;7;6;7;7;5;5;6;5;5;5;5;6;6;6;6;6;6;6;6;7;7;6;6;6;7;6;7;7;6;6;7;7;6;7;7;7;7;6;6;5;6;5;6;6;5;1,549;1,629;1,608;1,785;1,372;0,683;1,889;1,429;6,678;6,183765502;5,369;5,198;6,382;6,21;6
