AEM1;AEM2;AEM3;AEM4;AEM5;AEM6;ASM1;ASM2;ASM3;ASM4;ASM5;ASM6;AIC1;AIC2;AIC3;AIC4;AIC5;ADR1;ADR2;ADR3;ADR4;AEV1;AEV2;AEV3;AEV4;ADC1;ADC2;ADC3;PAS7;PAS18;PAS13;PAS20;PAS1;PAS12;PAS8;PAS15;PAS6;PAS14;PAS5;PAS16;PAS17;PAS9;PAS3 ;PAS2;PAS11;AAC1;AAC2;AAC3;ATP1;ATP2;ATP3;AVR1;AVR2;AVR3;AVR4;AVR5;TRU1;TRU2;TRU3;CRT1;CRT2;CRT3;CRT4;CRT5;CRT6;CRT7;CRT8;CRT9;CRT10;CRT11;CRT12;CRT13;JSA1;JSA2;JSA3;JSA4;JSA5;MHL1;MHL2;MHL3;MHL4;MHL5;ATI1;ATI2 ;ATI3;ATI4;ATI5;ATI6;ATI7 ;ADC;ADR;AEM;AEV;AIC;ASM;ACL;ANR;AAC_ustd;ALD_ustd;ATP_ustd;AVR_ustd;CRT_ustd;PAS_ustd;TRU_ustd
3;2;3;1;1;2;1;1;1;2;1;2;3;1;3;1;2;1;1;1;1;1;1;1;3;1;2;3;1;6;6;6;2;1;6;4;5;7;5;6;5;1;7;7;7;7;3;1;1;1;1;6;7;7;7;5;1;1;1;6;5;3;6;5;3;7;5;3;3;2;5;2;1;3;3;5;4;1;1;2;1;1;1;2;1;1;3;4;2;-1,691;-2,974;-2,198;-2,549;-1,672;-2,68;-2,737;-2,648;3,686;1,255918828;1;6,404;4,222;5,003;1
5;5;5;4;4;5;4;5;5;5;5;5;4;4;4;5;4;5;4;5;5;5;6;5;6;7;5;5;4;4;4;4;4;4;4;5;5;5;6;4;6;6;3;3;5;6;6;6;4;3;4;2;3;3;3;4;4;5;5;5;5;6;6;5;6;6;6;5;5;6;6;5;5;5;5;5;5;6;5;5;5;5;5;4;4;5;6;6;4;1,062;0,163;0,34;0,766;0,072;0,282;0,765;0,276;6;4,901916573;3,691;2,997;5,522;4,299;4,646
5;4;4;4;4;3;4;4;4;4;5;4;4;4;4;3;4;4;4;5;4;3;5;3;5;4;3;3;2;3;4;3;2;3;2;3;4;4;5;3;6;5;3;3;4;4;5;5;3;3;4;2;3;2;2;3;4;4;4;4;5;5;5;5;5;5;5;5;4;5;4;5;4;3;4;4;3;5;4;4;3;4;4;3;5;3;5;5;2;-0,679;-0,233;-0,278;-0,438;-0,235;-0,275;-0,516;-0,316;4,678;3,81848929;3,369;2,392;4,758;3,215;4
7;3;3;2;2;3;4;3;3;3;2;5;3;2;3;2;3;4;4;5;5;3;4;3;2;1;3;3;1;2;3;2;2;2;2;1;1;2;2;2;5;5;3;1;1;4;2;2;2;1;2;2;2;2;2;1;2;2;3;1;3;2;3;3;4;2;4;3;2;2;2;2;2;2;3;3;4;5;5;4;4;3;2;1;2;3;4;4;1;-1,446;-0,04;-1,352;-1,334;-1,197;-1,001;-1,088;-1,409;2,644;2,900789177;1,691;1,802;2,523;1,765;2,315
5;6;6;5;2;6;5;5;6;6;6;6;2;4;3;3;2;3;3;3;2;3;3;1;7;7;6;6;2;1;1;1;2;4;6;1;1;1;1;1;3;5;2;2;2;2;6;3;4;5;7;3;6;4;3;2;7;7;7;3;2;6;3;4;4;3;3;4;4;3;2;3;5;1;1;2;1;5;7;2;3;1;4;3;5;3;2;2;6;1,549;-1,498;0,612;-0,817;-1,05;1,001;-0,278;0,241;3,811;4,253664036;5,417;3,584;3,362;1,862;7
7;5;6;6;7;6;4;6;7;7;7;7;7;6;7;7;7;7;7;6;7;7;7;5;7;5;2;4;2;2;1;1;1;3;5;2;1;2;5;1;7;5;3;2;4;6;6;6;5;6;7;1;1;1;1;4;7;7;7;2;2;4;6;4;2;2;4;4;5;6;3;5;6;6;7;6;3;5;6;5;5;3;5;5;5;5;6;5;3;-0,424;1,796;1,569;1,601;2,177;1,574;1,124;2,135;6;6,091319053;6,048;1,593;3,806;2,368;7
3;3;2;2;6;2;1;1;1;2;2;1;1;1;1;1;1;2;3;3;3;2;5;3;5;5;1;2;2;1;1;1;2;3;1;2;4;3;2;2;4;5;1;3;2;3;5;5;2;2;2;1;2;1;1;2;3;3;3;3;3;3;4;3;3;3;4;3;4;5;5;3;2;2;3;3;4;3;2;2;1;2;2;2;4;2;3;3;2;-1,153;-1,508;-0,781;-0,63;-2,497;-2,672;-1,242;-2,471;4,356;2,251409245;2;1,392;3,558;2,041;3
5;5;4;4;4;5;4;4;5;5;6;6;4;4;4;4;4;4;4;5;5;5;5;3;5;5;4;4;2;3;2;3;2;3;3;4;4;4;4;4;6;5;3;3;4;5;5;6;4;4;4;2;3;2;2;4;5;5;5;4;5;5;5;4;6;5;6;5;4;4;5;4;5;4;5;5;6;5;5;5;4;5;5;3;5;4;6;5;2;0,064;-0,04;0,34;-0,054;-0,082;0,453;-0,011;0,29;5,301;4,440811725;4;2,59;4,747;3,21;5
3;5;3;4;5;3;5;4;3;2;2;3;3;5;5;5;5;3;3;2;2;3;3;5;2;2;4;4;3;2;5;3;2;1;3;3;5;4;5;3;6;5;4;3;3;5;4;3;3;4;4;3;2;2;2;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;3;4;6;3;7;3;4;2;3;3;3;3;3;5;5;5;-0,704;-1,735;0,144;-1,193;0,414;-1,174;-1,374;-0,304;4,021;3,306651635;3,678;2,201;5;3,246;5
5;5;3;3;5;3;2;3;1;2;4;5;2;5;4;2;3;3;3;3;5;5;6;3;4;2;2;4;2;3;6;3;4;1;3;5;2;4;5;3;6;6;1;2;3;5;3;2;2;3;2;4;6;6;1;4;3;5;3;4;4;4;4;3;3;3;5;3;3;3;6;4;5;2;2;2;2;5;5;5;3;5;4;5;5;2;6;6;3;-1,192;-0,92;-0,087;-0,049;-0,706;-1,38;-0,814;-0,929;3,343;3,317925592;2,309;4,161;3,783;3,16;3,662
6;6;5;5;5;5;5;5;5;6;6;6;5;5;5;5;5;5;5;5;5;5;6;5;6;6;5;4;5;5;5;5;4;5;4;5;5;5;5;4;7;6;4;4;6;5;6;6;4;4;5;4;4;4;4;5;5;5;5;5;5;5;5;5;5;6;6;6;5;5;5;5;5;5;5;5;5;6;5;5;5;5;5;4;5;4;6;5;3;0,564;0,364;0,992;0,766;0,724;0,87;0,649;1,032;5,678;5,227733935;4,369;4,198;5,228;4,754;5
5;3;3;4;4;3;3;4;4;3;5;4;3;4;4;4;4;4;5;5;4;4;5;4;5;3;3;5;3;5;2;7;4;4;3;3;4;6;5;4;6;6;4;5;5;3;4;4;2;2;3;3;3;5;4;3;4;3;3;4;5;5;5;4;3;3;4;3;3;3;4;5;4;4;5;4;5;6;5;5;4;3;5;4;3;3;5;5;2;-0,45;-0,032;-0,508;-0,061;-0,236;-0,562;-0,208;-0,526;3,678;3,894024803;2,369;3,606;3,93;4,305;3,354
6;7;6;6;5;2;2;2;5;6;6;7;5;3;4;2;2;3;6;6;5;5;7;5;3;2;6;3;7;6;5;3;3;4;6;5;7;6;5;4;7;7;7;3;7;7;6;5;2;2;4;2;2;5;1;4;3;3;5;6;7;7;6;5;7;6;7;6;5;5;6;5;4;4;6;7;7;7;7;7;6;7;7;6;5;4;7;7;6;-0,458;0,396;0,872;0,325;-0,722;0,212;0,097;0,115;6,021;4,413754228;2,739;2,783;5,979;5,167;3,63
5;4;2;3;5;4;3;2;2;2;2;2;5;4;4;3;2;5;5;4;3;2;4;1;3;4;5;4;4;3;2;1;4;4;5;2;6;4;3;2;5;3;4;5;4;4;4;4;4;5;3;4;5;4;3;2;4;3;5;4;3;4;5;2;5;6;4;5;4;5;4;5;5;4;5;4;1;2;3;3;3;4;3;4;5;2;4;3;4;0,052;-0,258;-0,124;-1,673;-0,412;-1,988;-0,728;-1,094;4;3,282976325;3,94;3,59;4,284;3,556;3,984
6;7;5;5;3;7;3;4;3;5;6;5;4;3;4;2;2;3;1;5;6;4;5;2;5;2;3;2;4;5;6;3;3;3;2;4;5;6;6;4;7;7;3;2;2;3;4;6;3;5;7;6;6;5;4;3;4;5;4;6;7;7;7;5;6;7;7;6;5;4;6;7;5;3;3;3;1;3;2;3;4;3;5;5;6;5;7;6;4;-1,433;-0,655;1,228;-0,43;-0,876;-0,094;-0,957;0,044;4,28;3,740698985;5,095;4,791;6,135;3,859;4,331
5;5;4;4;3;4;4;3;4;3;4;5;2;2;4;3;4;4;2;5;3;2;4;2;4;2;6;4;3;2;1;1;2;1;4;6;5;4;2;4;5;4;4;1;2;6;5;3;3;3;2;3;4;2;3;5;4;3;2;4;6;6;5;5;7;7;7;4;6;5;6;7;5;6;6;6;3;3;4;3;5;7;6;6;5;5;6;6;3;-0,216;-0,828;-0,045;-1,265;-0,858;-0,561;-0,881;-0,611;4,72;3,443066516;2,631;3,391;5,733;2,772;3,039
6;5;4;1;2;3;2;3;4;5;4;4;4;3;4;2;4;6;3;4;3;2;5;2;5;6;5;5;3;3;6;3;2;3;1;3;6;6;5;2;6;6;1;2;5;6;6;6;3;3;4;2;3;2;2;2;5;5;4;6;5;5;6;3;6;6;5;6;6;6;6;6;5;4;6;6;5;6;4;7;5;5;5;3;5;5;7;7;3;0,806;-0,457;-1,122;-0,815;-0,545;-0,686;-0,178;-0,924;6;3,704622322;3,369;2,194;5,539;3,443;4,685
5;7;2;7;7;6;6;6;4;6;7;3;5;2;2;2;6;7;7;7;6;7;7;7;7;7;6;7;5;1;1;1;5;4;2;1;7;4;1;1;2;6;3;1;1;1;3;1;6;4;7;4;2;6;3;1;2;3;5;2;5;6;6;1;2;1;2;2;5;3;6;6;3;6;7;7;6;4;4;3;1;6;6;6;2;5;4;2;6;1,791;1,841;2,261;1,97;-0,564;0,721;2,132;0,9;1,755;6,054114994;5,751;3,207;3,656;2,546;3,276
5;5;5;2;3;2;4;2;3;5;6;5;4;4;4;3;3;3;4;4;2;2;5;2;3;4;3;2;2;3;2;2;2;4;3;4;4;4;5;2;4;4;4;4;4;6;4;6;4;3;4;2;2;2;2;4;3;4;5;4;4;3;3;3;3;3;3;3;3;3;3;3;2;2;2;3;3;3;3;2;2;2;2;2;3;2;4;5;3;-0,921;-1,059;-0,894;-1,26;-0,4;-0,216;-1,234;-0,576;5,245;3,249154453;3,691;2,396;3,16;3,32;3,961
4;2;4;2;2;2;2;3;3;3;4;4;2;2;3;2;2;2;2;3;3;3;4;2;5;3;3;3;2;2;2;2;2;2;2;4;2;4;5;3;5;4;3;4;4;4;4;4;3;3;3;3;2;2;1;3;3;3;3;4;5;5;4;3;4;4;4;4;3;4;4;4;3;3;4;3;3;4;4;3;3;3;3;2;3;3;5;5;2;-0,935;-1,71;-1,776;-0,85;-1,517;-1,115;-1,319;-1,739;4;2,588500564;3;2,19;3,993;2,926;3
3;6;2;6;3;2;4;5;5;3;5;6;3;5;6;6;5;5;3;2;5;6;6;3;5;4;3;2;2;5;2;2;2;2;1;2;2;3;5;4;7;4;1;3;4;6;4;4;2;2;5;1;1;1;1;1;2;5;2;7;7;7;7;5;7;7;7;6;5;5;6;6;6;6;6;7;7;6;6;6;6;6;2;2;6;2;7;5;2;-0,921;-0,75;0,26;0,366;0,742;0,13;-0,486;0,449;4,644;4,2367531;3,108;1;6,282;2,686;2,992
6;7;3;2;7;3;6;6;7;4;4;6;4;2;4;2;2;3;7;7;6;3;5;4;7;4;4;4;7;6;6;7;7;7;7;7;7;7;7;7;7;7;7;7;7;4;4;7;4;5;6;7;4;2;1;4;6;6;5;2;3;6;6;5;5;4;4;6;5;2;5;4;4;2;1;6;6;7;2;2;3;2;2;5;4;6;6;6;7;-0,192;1,027;0,525;0,192;-1,033;0,794;0,38;0,125;4,902;4,590755355;5,048;3,581;4,371;6,88;5,685
5;4;5;4;3;4;3;3;3;5;3;4;3;3;4;3;3;3;3;5;3;4;5;3;5;6;3;4;5;5;5;5;4;4;5;4;5;4;5;5;6;6;3;4;4;5;5;6;3;2;4;2;3;2;2;4;5;4;5;4;4;4;4;4;4;5;6;5;4;4;4;4;4;3;4;5;5;5;4;4;3;3;3;2;4;3;5;5;2;0,076;-0,83;-0,275;-0,246;-0,712;-0,833;-0,373;-0,755;5,301;3,675310034;3,06;2,59;4,305;4,444;4,669
5;6;5;4;4;5;4;4;5;5;6;5;3;3;4;3;3;4;4;5;4;5;4;3;5;4;4;3;4;4;4;3;3;3;3;4;5;5;5;4;6;4;4;4;4;5;6;5;3;3;4;3;3;2;2;4;4;4;4;5;5;5;5;5;5;5;5;4;4;5;5;5;5;5;5;5;5;5;5;5;3;5;5;2;5;3;5;5;4;-0,435;-0,233;0,57;-0,282;-0,712;0,306;-0,362;0,053;5,377;4,104847802;3,369;2,791;4,836;3,942;4
5;6;5;6;6;5;2;2;3;4;6;6;5;5;5;3;3;3;4;6;2;3;5;4;3;2;7;4;4;6;5;4;6;6;4;5;5;6;6;5;6;6;4;5;6;5;6;5;4;3;5;6;5;6;5;6;5;3;3;5;5;7;7;6;7;6;5;5;6;5;7;7;7;6;6;4;3;6;6;7;6;6;6;5;5;6;6;5;3;0,028;-0,584;1,414;-0,699;0,086;-0,495;-0,477;0,319;5,377;4,174746336;4,06;5,597;5,974;5,175;3,709
3;5;4;4;5;4;3;2;3;3;4;6;4;4;4;3;4;5;2;3;5;3;4;3;5;4;3;4;2;2;2;2;2;2;3;3;3;3;4;2;5;4;4;3;3;4;4;4;2;2;5;2;2;2;2;4;5;5;5;4;4;5;4;5;5;5;5;5;5;5;4;4;3;4;5;4;4;5;5;5;5;5;5;3;5;3;6;5;3;-0,436;-0,714;0,338;-0,666;-0,235;-0,814;-0,69;-0,336;4;3,702367531;3,108;2,396;4,605;2,683;5
3;7;4;7;6;7;4;5;5;6;6;7;6;5;4;2;4;3;6;6;3;2;5;1;5;5;6;3;1;5;6;6;2;3;5;6;6;7;6;5;7;7;7;2;1;4;7;4;4;3;3;4;5;4;5;6;6;5;3;7;5;6;3;6;4;5;7;4;3;3;3;3;6;1;2;6;7;6;3;6;3;3;6;3;3;2;6;6;5;0,31;0,011;2,263;-0,999;0,079;0,878;-0,267;1,229;5,132;4,777903044;3,322;4,798;4,519;4,454;4,724
5;6;5;4;4;5;3;4;5;4;5;5;4;4;4;3;4;4;3;4;5;3;6;4;5;4;6;4;3;4;4;2;2;6;2;4;3;3;4;2;7;5;2;2;5;4;6;7;3;3;4;2;3;3;2;4;5;5;3;6;5;6;5;6;5;6;6;5;4;5;5;4;6;4;5;4;4;6;7;6;4;6;6;3;5;5;6;6;3;0,296;-0,479;0,57;-0,026;-0,235;-0,135;-0,073;0,049;5,657;4,277339346;3,369;2,789;5,215;3,246;4,37
3;4;4;4;4;4;4;5;5;4;5;6;4;4;5;2;4;4;4;5;5;6;6;6;6;6;3;4;4;3;4;4;5;4;2;5;5;3;5;3;6;5;3;2;5;6;6;6;5;5;5;2;2;2;1;3;5;5;5;6;5;5;5;5;5;6;6;5;5;5;5;5;3;5;5;6;6;6;6;5;3;5;5;5;5;3;6;6;3;0,076;-0,04;-0,084;1,143;-0,213;0,279;0,46;0,009;6;4,578354002;5;1,989;5,225;3,839;5
5;3;6;2;6;2;5;3;3;6;6;6;3;6;6;3;3;3;3;5;6;6;3;5;5;5;6;5;3;3;2;2;3;3;5;5;5;5;3;3;5;4;5;3;5;5;3;3;4;3;3;5;5;5;5;5;3;3;3;5;5;5;5;5;6;6;5;3;5;3;3;5;5;2;2;3;5;3;3;3;3;3;3;5;3;3;5;5;5;0,794;-0,252;-0,781;0,051;0,108;0,348;0,231;-0,08;3,644;4,393461105;3,322;5;4,652;3,678;3
6;4;4;4;4;3;4;4;4;4;4;4;4;4;4;3;4;4;4;5;4;3;5;3;5;5;4;3;2;3;3;3;3;3;2;3;4;4;5;3;5;5;3;3;4;4;5;4;3;3;4;2;3;2;2;3;4;4;4;4;5;5;5;4;5;4;5;5;4;5;4;4;4;4;4;4;3;5;4;3;3;4;4;3;4;3;5;5;2;-0,179;-0,233;-0,278;-0,438;-0,235;-0,429;-0,325;-0,384;4,377;3,898534386;3,369;2,392;4,535;3,228;4
6;4;6;4;2;2;6;6;4;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;3;4;6;4;3;5;2;6;6;6;6;3;7;6;2;6;6;6;6;6;5;5;5;5;3;3;3;3;5;5;7;6;6;5;6;5;5;6;6;6;6;6;6;6;5;5;5;3;2;5;5;5;5;5;5;3;5;3;5;6;2;1,293;1,199;-0,854;1,143;1,529;1,006;1,382;0,758;6;5,526493799;5;3,402;5,786;4,626;5,63
6;4;3;5;1;7;3;4;5;5;6;3;4;5;3;2;5;2;4;6;4;6;7;4;3;4;1;2;1;2;2;2;2;2;1;4;1;1;1;2;6;4;3;1;4;5;6;4;5;5;6;1;1;1;1;1;3;5;5;2;4;6;6;4;5;5;3;6;5;5;6;6;6;3;5;1;1;6;6;6;2;5;3;2;3;2;6;5;3;-1,409;-0,402;0,154;0,333;-0,239;-0,125;-0,557;-0,097;5,077;3,908680947;5,369;1;4,839;1,936;4,291
5;5;4;5;3;6;3;4;3;2;5;4;3;3;3;3;4;2;5;5;5;2;5;5;5;2;2;2;1;1;1;1;1;5;2;6;3;5;2;5;2;6;2;4;3;5;6;4;2;2;3;2;3;2;2;5;3;3;3;3;3;5;3;3;5;3;5;5;2;4;5;5;5;1;1;4;1;5;5;2;1;7;3;3;5;2;5;5;2;-1,677;-0,246;0,573;-0,261;-0,721;-0,842;-0,834;-0,46;5,077;3,551296505;2,369;2,788;3,903;2,852;3
6;6;6;6;7;3;6;6;6;5;3;5;6;3;5;5;4;7;5;3;5;4;4;5;7;7;5;4;4;2;4;3;3;5;5;3;1;5;5;3;7;7;3;3;2;3;6;7;2;3;7;2;2;1;1;1;6;5;5;5;4;6;3;4;3;7;6;5;5;4;3;3;6;5;5;6;6;6;6;3;6;4;3;3;4;2;5;5;2;0,82;0,296;1,218;0,341;0,399;0,511;0,556;0,822;5,335;5,062006764;4,156;1,395;4,449;3,435;5,354
5;5;5;4;6;5;6;6;6;6;6;6;6;6;6;5;5;6;6;6;6;7;6;5;6;6;6;4;6;6;6;6;5;5;4;5;6;6;7;6;7;7;6;5;6;6;6;6;3;2;5;5;4;4;4;5;5;5;5;6;6;6;6;6;6;6;6;6;5;3;5;5;5;5;5;6;5;5;5;4;1;5;5;4;5;4;5;6;3;0,808;1,199;0,722;1,15;1,21;1,269;1,199;1,308;6;5,704622322;3,43;4,399;5,521;5,66;5
3;3;3;1;2;1;2;2;2;5;3;6;5;5;6;4;4;6;6;6;6;6;4;6;5;6;3;2;6;7;5;3;4;6;2;5;4;5;7;5;7;6;1;6;6;5;3;4;4;3;6;2;1;1;1;2;3;3;2;5;5;5;3;3;5;5;4;6;4;3;3;5;6;5;4;7;7;5;5;5;6;2;3;2;5;2;5;3;5;-0,409;1,199;-1,971;0,464;0,579;-0,939;0,466;-0,888;3,944;4,111612176;4,43;1,399;4,292;4,883;2,685
6;3;5;5;3;2;5;6;6;6;7;6;5;4;5;4;4;6;7;5;6;5;6;3;4;6;3;5;6;6;7;5;7;4;3;5;4;4;5;3;7;6;1;2;6;5;6;6;6;5;6;3;4;4;2;4;6;5;5;6;5;6;6;6;6;6;6;7;5;6;5;6;6;5;6;6;6;6;5;5;6;5;6;5;5;4;6;6;2;0,318;1,163;-0,662;-0,049;0,248;1,285;0,531;0,435;5,678;4,843291995;5,691;3,382;5,837;4,576;5,354
5;7;2;6;6;6;5;6;7;4;6;5;2;2;3;3;5;6;6;6;6;6;5;7;7;7;5;2;4;2;7;7;5;6;4;5;4;2;5;3;6;7;5;7;5;6;7;6;6;5;6;5;5;2;4;7;6;6;5;5;6;5;5;5;4;5;5;6;7;4;3;4;3;3;5;4;5;3;2;3;1;2;2;2;5;3;5;3;6;0,335;1,199;1,839;1,322;-0,867;0,818;1,086;0,671;6,377;5,302142052;5,691;4,591;4,946;4,768;5,685
4;3;4;2;3;3;3;4;3;5;5;6;4;4;4;3;3;4;5;5;3;3;4;4;5;6;5;6;3;3;3;3;3;4;5;5;5;5;4;4;7;5;5;5;6;4;4;6;3;2;2;4;5;5;4;3;3;3;3;6;5;5;5;6;5;4;6;5;5;6;6;5;5;5;4;5;5;4;5;3;3;3;3;3;5;4;5;5;2;1,049;-0,224;-1,161;-0,482;-0,4;-0,102;0,131;-0,62;4,601;4,049605411;2,322;4,195;5,324;4,222;3
2;4;2;2;2;2;2;2;1;1;1;2;4;2;2;1;2;1;1;3;1;1;3;1;1;1;1;2;2;3;1;1;3;5;1;3;5;3;2;1;2;3;1;1;2;1;4;1;1;1;2;2;6;6;4;6;4;3;1;2;5;6;7;7;7;4;7;7;7;6;7;7;6;6;6;3;1;3;5;3;2;5;3;3;5;7;6;6;2;-2,177;-2,5;-1,316;-2,538;-1,535;-2,561;-2,744;-2,226;2,132;1,473506201;1,369;4,78;6,084;2,313;2,724
5;5;4;4;4;4;4;4;4;5;5;5;4;4;4;3;4;4;5;5;5;5;5;3;6;5;4;3;4;5;4;5;4;4;3;5;5;5;6;4;6;6;4;4;5;4;6;5;3;3;5;2;3;3;2;5;4;4;4;5;5;6;5;5;4;5;5;4;4;4;4;4;3;4;4;5;5;4;5;4;4;5;5;5;5;4;5;5;3;-0,179;0,161;0,146;0,169;-0,235;0,021;0,057;-0,033;5,056;4,312288613;3,739;2,986;4,606;4,498;4
5;2;5;2;3;3;4;5;5;5;3;6;6;5;5;6;5;5;5;4;5;6;6;5;7;6;5;4;1;2;4;4;3;3;1;2;3;2;5;2;5;5;2;4;3;4;4;4;3;5;6;2;2;3;2;4;3;5;5;5;6;5;6;5;5;5;5;4;5;4;4;3;6;4;6;2;1;3;5;5;4;5;2;2;4;3;3;2;1;0,564;0,127;-1,391;1,181;1,031;0,12;0,723;-0,028;4;4,717023675;4,726;2,594;4,764;2,77;4,291
2;2;2;4;4;2;2;1;2;2;2;2;2;3;1;1;2;3;2;3;3;3;5;2;3;2;2;3;2;4;5;4;4;2;1;1;1;5;4;1;5;6;1;1;2;2;3;3;1;1;2;2;3;4;2;2;2;2;2;4;3;4;4;4;5;4;5;5;4;4;3;3;2;1;1;2;1;4;5;5;3;3;2;2;5;2;4;4;1;-1,435;-1,506;-0,932;-1,068;-1,862;-2,256;-1,52;-2,084;2,678;2,286358512;1,369;2,592;3,986;2,566;2
5;3;5;3;2;2;4;2;5;6;6;7;7;6;6;6;5;6;6;6;6;7;7;5;6;7;6;7;6;6;6;5;4;4;2;4;6;7;7;2;7;7;5;3;7;5;7;7;5;3;5;2;2;2;2;5;5;5;4;7;7;7;7;7;7;7;7;7;6;6;7;6;5;3;3;5;6;7;6;4;6;6;6;3;6;3;7;7;1;1,791;1,199;-1,315;1,378;1,517;0,489;1,664;0,359;6,356;5,488162345;4,382;2,593;6,761;4,986;4,685
5;6;5;5;5;6;5;5;6;3;5;5;6;3;4;5;5;6;5;6;6;6;6;5;6;6;5;4;2;6;5;5;2;2;6;3;5;5;5;6;6;5;3;4;5;6;6;6;6;5;5;2;5;4;3;4;3;3;3;6;6;6;6;3;2;3;5;6;3;3;3;3;5;2;2;3;5;5;3;2;2;1;5;3;3;2;6;5;3;0,564;0,998;1,186;0,958;0,39;0,253;0,957;0,692;6;5,235625705;5,322;3,584;4,264;4,196;3
4;3;4;4;4;6;2;2;2;6;6;6;2;3;4;2;2;3;5;5;5;5;6;4;3;6;4;4;2;2;2;2;3;3;2;2;2;3;5;3;5;5;4;4;6;6;6;4;3;3;5;2;4;5;3;6;5;4;5;3;3;4;3;1;4;4;5;4;3;3;4;3;5;5;5;5;5;3;3;2;2;3;2;3;6;5;6;6;2;0,32;-0,042;0,073;-0,087;-1,186;-0,328;0,073;-0,597;5,399;4,027057497;3,739;3,984;3,369;3,047;4,669
6;7;4;6;2;7;7;7;4;4;6;4;4;7;5;7;7;7;7;7;4;7;2;7;7;7;7;2;2;7;2;1;3;5;5;7;7;7;6;4;3;7;6;7;6;7;6;3;7;6;5;5;5;6;6;6;6;6;6;7;7;5;3;4;4;3;7;3;6;5;6;4;6;7;7;4;4;6;1;3;1;4;2;1;1;3;5;3;1;0,823;1,456;1,267;0,83;1,521;0,684;1,175;1,368;5,42;5,721533258;5,952;5,605;4,962;5,06;6
5;5;6;4;3;3;7;7;7;7;7;7;7;7;7;7;7;6;7;7;7;7;7;7;7;5;7;7;6;4;6;6;6;6;2;6;5;4;7;1;5;7;5;7;5;7;7;7;3;2;1;1;2;2;3;2;6;5;6;5;5;7;7;7;6;1;4;5;7;7;7;7;4;1;4;3;5;3;5;6;3;5;5;2;6;6;7;7;1;1,523;1,83;-0,239;1,97;2,334;2,118;2,025;1,795;7;6,457722661;1,952;2,007;5,805;5,186;5,669
3;5;4;2;3;1;3;4;2;5;3;3;2;5;6;5;6;6;5;4;2;5;4;3;5;6;4;4;7;7;4;7;6;5;3;6;5;5;5;3;4;4;5;4;1;2;4;5;5;3;5;2;2;3;5;5;4;5;2;6;6;5;6;5;4;4;5;5;5;6;4;6;5;5;4;6;6;4;2;2;2;3;1;1;3;2;2;2;1;0,32;-0,248;-1,088;-0,282;0,6;-0,981;-0,079;-0,583;3,657;3,942502818;4,382;3,417;5,18;4,891;3,701
5;5;4;4;4;3;4;3;3;3;4;4;3;4;4;3;3;4;4;4;6;3;5;3;5;5;4;3;2;2;2;2;2;2;2;4;3;3;4;3;5;4;2;2;4;4;5;4;3;3;3;2;2;2;2;3;3;3;3;5;5;5;5;5;5;5;6;5;5;5;3;5;4;4;4;4;3;4;5;4;3;5;3;3;3;5;5;5;2;-0,179;-0,085;-0,047;-0,438;-0,555;-0,839;-0,271;-0,613;4,377;3,81059752;3;2,198;4,916;2,631;3
5;5;6;2;3;3;5;6;6;6;6;6;5;4;6;3;5;5;5;5;4;5;6;5;6;5;4;4;6;4;5;5;5;6;2;5;5;5;6;3;7;6;5;5;5;6;5;5;3;5;6;5;5;4;4;2;5;5;5;7;6;5;6;5;5;6;6;5;5;5;6;7;6;6;6;5;3;5;6;5;4;4;6;3;4;3;5;5;2;0,064;0,172;-0,7;0,766;0,435;1,131;0,387;0,428;5,322;4,753100338;4,726;4;5,698;4,869;5
3;2;6;4;2;3;5;6;6;6;5;4;4;4;3;5;6;5;4;3;5;7;6;7;7;7;6;6;6;7;6;5;3;5;3;4;4;3;7;4;6;4;3;4;6;4;4;6;3;4;4;5;3;4;5;4;3;4;2;5;5;6;5;5;7;6;5;6;6;6;6;6;5;5;4;3;1;5;5;4;4;5;5;3;5;4;7;7;7;1,549;-0,312;-1,121;1,742;0,229;0,684;1,157;-0,003;4,601;4,99210823;3,678;4,215;5,673;4,677;3,016
5;3;3;2;2;1;4;3;3;3;2;4;3;2;2;4;2;2;4;3;3;2;3;2;3;2;3;3;2;2;2;1;1;2;1;3;4;2;3;2;4;4;2;3;3;2;4;5;3;3;3;2;1;2;6;1;3;4;3;5;4;4;4;3;3;3;4;4;3;4;4;3;3;3;2;3;2;3;3;3;2;2;2;2;3;2;4;3;1;-1,19;-1,307;-1,74;-1,716;-1,231;-1,147;-1,606;-1,626;3,657;2,474633596;3;2,441;3,708;2,222;3,331
6;3;6;4;3;3;4;5;5;5;4;4;5;5;5;4;4;6;6;6;6;4;5;4;6;5;4;3;4;6;6;7;6;3;3;2;5;5;6;6;6;7;5;6;4;4;6;5;3;4;6;3;2;2;2;4;5;5;5;4;5;5;6;3;4;3;4;5;4;4;5;5;3;3;3;5;5;6;5;3;2;3;4;4;3;4;5;5;2;-0,179;1,199;-0,699;0,161;0,405;-0,018;0,436;-0,094;5,056;4,509582864;4,417;2,596;4,402;4,895;5
